,label,tweet_id,tweet_texts
1374,sympathy_and_emotional_support,'591903023019872256',
1375,injured_or_dead_people,'591903023128977409',A damaged road after a powerful earthquake in Kathmandu #NepalQuake http://t.co/jnCOyYEpKO
1376,displaced_people_and_evacuations,'591903023808450560',What lies inside?! https://t.co/XuWaGrgtV9
1377,not_related_or_irrelevant,'591903023825195008',
1378,sympathy_and_emotional_support,'591903023829487617',"RT @GDACS: Green earthquake alert (Magnitude 4.8M, Depth:10km) in Nepal 25/04/2015 07:13 UTC, 11662866 people within 100km. http://t.co/sSx‰Û_"
1379,donation_needs_or_offers_or_volunteering_services,'591903023867133953',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake http://t.co/SNvWy2h5Uy
1380,other_useful_information,'591903024039141376',"RT @parrysingh: Google Person Finder  - Nepal earthquake 
http://t.co/fWwYlG4gwm
#NepalQuakeRelief Pls RT"
1381,donation_needs_or_offers_or_volunteering_services,'591903024416727040',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1382,infrastructure_and_utilities_damage,'591903024450244610',RT @GboruM: #Nepal earthquake: nation hit by worst tremor in 80 years - live updates: Rolling coverage of‰Û_ http://t.co/7gTF98emTc http://t.‰Û_
1383,donation_needs_or_offers_or_volunteering_services,'591903024655794176',
1384,missing_trapped_or_found_people,'591903024743731200',"Earthquake Live: Mayhem in Nepal, 100 die; 12 in India http://t.co/cvFBMXcEOu"
1385,sympathy_and_emotional_support,'591903024831954944',7.9 magnitude earthquake rattles Nepal - Nepal Earthquake Raw Video https://t.co/gKHNcUYDDi @YouTube arac€±l€±€Ù€±yla
1386,sympathy_and_emotional_support,'591903025037348864',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1387,sympathy_and_emotional_support,'591903025108647937',"RT @trackevangelism: American soul harvesters in Nepal. ""In a Buddhist temple, praying to the one true God[Jesus]"" http://t.co/atAI7Zchsi"
1388,other_useful_information,'591903025301622785',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1389,not_related_or_irrelevant,'591903025519693824',
1390,other_useful_information,'591903026023010306',
1391,other_useful_information,'591903026207707136',"RT @cnni: BREAKING: More than 150 dead in Kathmandu following 7.9 magnitude earthquake, Nepal's Ministry of Home Affairs says. http://t.co/‰Û_"
1392,sympathy_and_emotional_support,'591903026279010304',RT @NBCNews: Nepal earthquake: Reports coming in that mountaineers on Everest hit by at least one avalanche http://t.co/K5Ehjg37wv http://t‰Û_
1393,sympathy_and_emotional_support,'591903026610188288',
1394,sympathy_and_emotional_support,'591903026639679489',"Strong earthquake strikes Nepal
Many dozens dead... RIP... http://t.co/PsPtLzGTQE"
1395,injured_or_dead_people,'591903027218395136',"RT @khaleejtimes: Magnitude-7.9 #earthquake hits #Nepal, causing huge damage, injuries http://t.co/D26DggQ9n4 
 #NepalEarthquake http://t.c‰Û_"
1396,other_useful_information,'591903027252060160',RT @iHunnt: some more pics Nepal http://t.co/HhsN7Jc2x8
1397,sympathy_and_emotional_support,'591903027486916608',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/d1a50FmmSM http://t.co/lVbozZmFco"
1398,missing_trapped_or_found_people,'591903027772030976',RT @siobhanheanue: Kathmandu quake aftermath. Clearing rubble to search for survivors. http://t.co/oasYaNweiP
1399,donation_needs_or_offers_or_volunteering_services,'591903027969196032',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
1400,injured_or_dead_people,'591903028183060480',"RT @malaysiandaily: At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home Ministr... http://t.co/wmdOVGr‰Û_"
1401,other_useful_information,'591903028241793026',RT @ParagRudani: RT.. Indian Embassy Helpline in Nepal +9779851107021
1402,sympathy_and_emotional_support,'591903028283777024',"Dear Nepalese! We Pakistanis With You On This Sad &amp; Painful Incident....
#earthquake #NepalEarthquake #Nepal"
1403,donation_needs_or_offers_or_volunteering_services,'591903028426313728',"RT @ANI_news: In the wake of the #earthquake in Nepal, a 24 hour control room has been set up by the MEA."
1404,donation_needs_or_offers_or_volunteering_services,'591903028447326208',"RT @ParagRudani: RSS Volunteers are leaving for Nepal..
Typical of RSS to do silent, efficient relief work..
#earthquake"
1405,other_useful_information,'591903028485214208',"RT @timesofindia: Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. Pic: @JulieMakLAT http://t.co‰Û_"
1406,injured_or_dead_people,'591903029516967936',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
1407,donation_needs_or_offers_or_volunteering_services,'591903029521227777',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1408,infrastructure_and_utilities_damage,'591903029672054784',M7.9 Earthquake in Nepal http://t.co/7V5S6B4BGK
1409,donation_needs_or_offers_or_volunteering_services,'591903029886083072',
1410,donation_needs_or_offers_or_volunteering_services,'591903030112440320',"It was located in the city of Kathmandu, and is a part of Architecture of Kathmandu recognized by UNESCO. http://t.co/JKR0HsQoqq"
1411,displaced_people_and_evacuations,'591903030234099712',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
1412,missing_trapped_or_found_people,'591903030271975424',
1413,other_useful_information,'591903030343172096',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
1414,other_useful_information,'591903031169396737',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1415,other_useful_information,'591903031198810113',RT @akshaykumar: Sad 2 see this image of extensive damage due to the #earthquake in Nepal.My prayers with the victims &amp; their families http‰Û_
1416,missing_trapped_or_found_people,'591903031400275970',Sad to hear about the Earthquake in Nepal. Stay strong Nepalese people x
1417,not_related_or_irrelevant,'591903031437893633',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1418,other_useful_information,'591903031484162049',RT @KedarBaba: many 5-15th century temples in basantapur durbar square area in Kathmandu completely gone. can't believe it! :( http://t.co/‰Û_
1419,donation_needs_or_offers_or_volunteering_services,'591903031660261376',RT @abhashmufc: Some pictures of earthquake in Nepal. #NepalEarthquake http://t.co/Utuob9szd2
1420,donation_needs_or_offers_or_volunteering_services,'591903031819513856',RT @googleindia: We've just launched a Person Finder instance to help track missing persons for the #Nepal earthquake--&gt;http://t.co/3e4pNsO‰Û_
1421,infrastructure_and_utilities_damage,'591903031819694081',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1422,infrastructure_and_utilities_damage,'591903031936962560',"@Riteishd INDIAN Embassy HELPLINE (NEPAL) :
+9779851107021 , +9779851135141 And
Other numbers - +9771 4261945/ 4261790"
1423,donation_needs_or_offers_or_volunteering_services,'591903032436248576',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
1424,injured_or_dead_people,'591903032461262848',"RT @RT_com: #NEPAL: People rushing to hospitals, locals say many trapped in rubble http://t.co/E6wZrronVg (pic via @kashishds) http://t.co/‰Û_"
1425,donation_needs_or_offers_or_volunteering_services,'591903032649986049',RT @HrizhiDhariwal: 100 people died in Nepal due to #earthquake. What's their fault? What crime they did? I guess nothing. Life is good and‰Û_
1426,not_related_or_irrelevant,'591903032952029184',RT @cctvnews: Kathmandu‰Ûªs Patan Durbar Square before and after the #NepalEarthquake http://t.co/KoYNXAjAOr
1427,donation_needs_or_offers_or_volunteering_services,'591903033245704193',Very sad seeing these pictures. A lot of Nepal's history has been wiped outAirport apparently closed. Still finding more friends who are ok.
1428,donation_needs_or_offers_or_volunteering_services,'591903033484713984',
1429,other_useful_information,'591903033501556736',RT @AbedaDocrat: Nepal Earthquake intensity revised to 7.9 on richter scale. May ¯¤ôãôãôÔôà make it easy for all those people. ¯¢ôÉô_ô A‰ª´‰÷Û‰ª´ http://t‰Û_
1430,sympathy_and_emotional_support,'591903033564344321',hope he is saved #earthquake  https://t.co/7lhz0aFA8r
1431,other_useful_information,'591903033824448514',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1432,injured_or_dead_people,'591903033992163328',Strong earthquake strikes Nepal.  http://t.co/YwSexLdaIr
1433,donation_needs_or_offers_or_volunteering_services,'591903034055073793',"RT @mollymhunter: Sister describes quake as ""absolutely huge"" in Bhaktapur, #Nepal. #NepalQuake http://t.co/gOvgsrDyID"
1434,missing_trapped_or_found_people,'591903034252328961',"FoxNews: BREAKING: At least 71 people dead killed in earthquake, Nepal's Home Ministry says"
1435,other_useful_information,'591903034332028928',
1436,injured_or_dead_people,'591903034466140160',RT @mubasherlucman: Sad news of the earth quake....hope all families in India and Nepal remain safe from this calamity my prayers for the f‰Û_
1437,donation_needs_or_offers_or_volunteering_services,'591903034533281792',
1438,sympathy_and_emotional_support,'591903034705195008',RT @rsprasad: Extremely Distressed over the massive Earthquake in Nepal &amp; India.My heart goes to those who lost their life. Prayers for inj‰Û_
1439,injured_or_dead_people,'591903034893946880',"RT @AskAnshul: its between 7.5 to 7.9, my God ..how huge #earthquake ..hope all are safe..Prayers with Nepal"
1440,donation_needs_or_offers_or_volunteering_services,'591903034977886208',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1441,injured_or_dead_people,'591903035086909440',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
1442,donation_needs_or_offers_or_volunteering_services,'591903035137269760',(#Yeremiito21) Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's ... http://t.co/1NIkFZHV52 (#Yeremiito21)
1443,other_useful_information,'591903035233697793',RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y‰Û_
1444,injured_or_dead_people,'591903035682586624',"RT @GDACS: Green earthquake alert (Magnitude 5.5M, Depth:10km) in Nepal 25/04/2015 06:56 UTC, 5707316 people within 100km. http://t.co/8KQv‰Û_"
1445,donation_needs_or_offers_or_volunteering_services,'591903035728748544',"RT @IndiaToday: Pictures: Massive 7.9 #earthquake hits Nepal, causing big damage, injuries (1/2) http://t.co/qBEcGNupQE"
1446,injured_or_dead_people,'591903035808329728',
1447,other_useful_information,'591903036110319617',"RT @Garimaa_: Indian Air Force is ready to help the people of Nepal #SaluteToArmy

#earthquake  #IndiaWithNepal"
1448,sympathy_and_emotional_support,'591903036261314560',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
1449,donation_needs_or_offers_or_volunteering_services,'591903036378841090',
1450,missing_trapped_or_found_people,'591903036626313218',RT @NBCNews: Nepal earthquake: Reports coming in that mountaineers on Everest hit by at least one avalanche http://t.co/K5Ehjg37wv http://t‰Û_
1451,donation_needs_or_offers_or_volunteering_services,'591903036626329601',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1452,donation_needs_or_offers_or_volunteering_services,'591903036944977920',RT @aakarpost: 7 story building collapsed in Sat-tale Kapan. #kathmandu #Nepal http://t.co/e9uoLbYB6Y
1453,donation_needs_or_offers_or_volunteering_services,'591903037309865984',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1454,donation_needs_or_offers_or_volunteering_services,'591903037490221057',"RT @mollymhunter: My sister snaps this in Bhaktapur, #Nepal, ancient temples crumbling. #NepalQuake http://t.co/rj6TkbaZKX"
1455,donation_needs_or_offers_or_volunteering_services,'591903037532336130',
1456,caution_and_advice,'591903038178078720',
1457,donation_needs_or_offers_or_volunteering_services,'591903038333292544',
1458,donation_needs_or_offers_or_volunteering_services,'591903038484287488',"RT @bsindia: Nepal police say 108 are dead in the #earthquake according to an ""initial estimate"": Reuters India"
1459,injured_or_dead_people,'591903038891167745',RT @TelegraphPics: In pictures: Man is lucky to be rescued as massive earthquake hits Nepal http://t.co/wmPv8yzmwJ http://t.co/79QJh8kTdI
1460,other_useful_information,'591903039906152448',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1461,other_useful_information,'591903040468361216',Love u oh! my dear Kathmandu. I am proud od u . dont worry we will come back.
1462,sympathy_and_emotional_support,'591903040879202306',
1463,donation_needs_or_offers_or_volunteering_services,'591903041218949120',I hope everyone in Nepal is safe :( ‰_•ü
1464,donation_needs_or_offers_or_volunteering_services,'591903041273532416',RT @KTVU: #BREAKING: At least 71 people killed in magnitude-7.9 #earthquake in #Nepal. Via @AP
1465,other_useful_information,'591903041550295041',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1466,donation_needs_or_offers_or_volunteering_services,'591903041831374848',RT @akshaykumar: Sad 2 see this image of extensive damage due to the #earthquake in Nepal.My prayers with the victims &amp; their families http‰Û_
1467,donation_needs_or_offers_or_volunteering_services,'591903041848221697',"RT @TigerNaMo: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 1‰Û_"
1468,displaced_people_and_evacuations,'591903041902628864',@LootPadiHai @tajinderbagga yes indeed we all are with nepal
1469,missing_trapped_or_found_people,'591903041911005184',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
1470,donation_needs_or_offers_or_volunteering_services,'591903041923612672',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1471,donation_needs_or_offers_or_volunteering_services,'591903041944756224',
1472,donation_needs_or_offers_or_volunteering_services,'591903042091364355',"(#Yeremiito21) TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 i... http://t.co/eabHPsua0p (#Yeremiito21)"
1473,infrastructure_and_utilities_damage,'591903042150227968',RT @guardiannews: Nepal earthquake: nation hit by worst tremor in 80 years - live updates http://t.co/KxQzGmFCRE
1474,infrastructure_and_utilities_damage,'591903042154299394',RT @subhash580: More than two dozen people reported dead in Gorkha. #earthquake
1475,other_useful_information,'591903042292699136',RT @KartuPos: First photos from #Kathmandu #earthquake https://t.co/9wCQXJBJy4 http://t.co/MBljiKEbwh via @IndianExpress
1476,other_useful_information,'591903042481491968',#FlakoBoow: Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says... http://t.co/LRdBJDH5Me
1477,other_useful_information,'591903042817130496',Fuck man meant to be going to nepal in like a month _Ù÷¦
1478,other_useful_information,'591903043047673856',
1479,caution_and_advice,'591903043152666624',"RT @pathikrit2sen: #Google launches Person Finder service to help track people ""missing"" after #Nepal #earthquake. http://t.co/bXQF2Qvfp5 @‰Û_"
1480,donation_needs_or_offers_or_volunteering_services,'591903043244806144',"RT @ndtv: At least 114 killed in earthquake, says Nepal government spokesperson to news agency AFP"
1481,injured_or_dead_people,'591903043421016065',
1482,infrastructure_and_utilities_damage,'591903043731369986',RT @gulf_news: #Nepal #earthquake causes heavy damage. More details here http://t.co/oRvn9kNYjJ http://t.co/cNWt0p5hty
1483,donation_needs_or_offers_or_volunteering_services,'591903043739750400',"RT @malaysiandaily: At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home Ministr... http://t.co/wmdOVGr‰Û_"
1484,other_useful_information,'591903043807014912',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1485,injured_or_dead_people,'591903043941109760',More aftershocks. .including in china and nepal
1486,sympathy_and_emotional_support,'591903044381474816',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/jsIOhe9cMn"
1487,other_useful_information,'591903044524232704',"Big B expresses shock over Nepal quake, reminisces ‰Û÷Mahaan‰Ûª shoot. CLICK HERE--&gt; http://t.co/fut8XLjZta ...#71"
1488,other_useful_information,'591903044591288321',
1489,sympathy_and_emotional_support,'591903044654137345',"Thinking of the people of #Nepal, which was hit by a 7.9 #earthquake today. Really sad news. https://t.co/KgrZO9PSnM"
1490,sympathy_and_emotional_support,'591903044826058752',
1491,donation_needs_or_offers_or_volunteering_services,'591903044931100673',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
1492,other_useful_information,'591903045023334400',
1493,other_useful_information,'591903045279035393',RT @ARobertsjourno: The soil of Kathmandu valley is an ancient lakebed that produces high-intensity vibrations during a quake http://t.co/p‰Û_
1494,donation_needs_or_offers_or_volunteering_services,'591903045333614592',
1495,donation_needs_or_offers_or_volunteering_services,'591903045451145218',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/WeYU74YTls http://t.co/aUaBUmdnRF"
1496,not_related_or_irrelevant,'591903045987934209',"RT @IndianExpress: 2 dead, 100 injured in Bangladesh from earthquake originating in Nepal: AP #earthquake More: http://t.co/Z1HjHdp9Dc http‰Û_"
1497,sympathy_and_emotional_support,'591903046071779328',"Earthquake Nepal 2015: I will ensure that the donations get to the right place 
Donate here http://t.co/LGlsXDx97s via @gofundme"
1498,infrastructure_and_utilities_damage,'591903046084337664',
1499,sympathy_and_emotional_support,'591903046436720640',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1500,donation_needs_or_offers_or_volunteering_services,'591903046679957505',"RT @snsachinnandu: In times as these, from cyclones in Odisha to floods in Kashmir to Earthquake in Nepal, Swayamsevaks are ever ready to s‰Û_"
1501,donation_needs_or_offers_or_volunteering_services,'591903047082639360',"RT @speaksarawaklah: Hi selamat bah abei/selamat petang.
Let us send the best prayers and thoughts to the people in Nepal who were hit by a‰Û_"
1502,sympathy_and_emotional_support,'591903047095193600',RT @NeelakshiGswm: Relief team from India have been dispatched to Nepal. Kudos Govt of India #earthquake #Kathmandu #earthquakeinnepal
1503,infrastructure_and_utilities_damage,'591903047590092800',RT @DrWaheedH: Very concerned by #Nepal earthquake. Feared this for many years. Just hope loss of life is not too great. Our prayers are wi‰Û_
1504,missing_trapped_or_found_people,'591903047892148224',"#FlakoBoow: TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Banglade... http://t.co/Th6gb0cbCP"
1505,missing_trapped_or_found_people,'591903048009547776',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
1506,caution_and_advice,'591903048085086208',"RT @timesofindia: Nepal #earthquake developments: Follow our live blog.
http://t.co/v2QHmoZ7sk http://t.co/hI0TFQG1p1"
1507,other_useful_information,'591903048198393856',
1508,injured_or_dead_people,'591903048265502720',
1509,displaced_people_and_evacuations,'591903048307384320',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
1510,other_useful_information,'591903048546422785',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/2tWgyFeMGf
1511,displaced_people_and_evacuations,'591903048621887488',RT @rammadhavbjp: Earthquake in Nepal devastating. Loss of life n property seems enormous. Govt  n people of Bharat will do everything to h‰Û_
1512,sympathy_and_emotional_support,'591903048739397634',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
1513,sympathy_and_emotional_support,'591903048819089408',"RT @BreakingNews: More than 100 people killed in powerful Nepal earthquake, say government officials and police - @BBCNews http://t.co/1FiK‰Û_"
1514,not_related_or_irrelevant,'591903048860995584',"#Google launches Person Finder service to help track people ""missing"" after #Nepal #earthquake."
1515,missing_trapped_or_found_people,'591903049624514560',"RT @cnnbrk: Buildings are down and roads are out after major Nepal earthquake, CNN sister network CNN-IBN reports. http://t.co/E8Fh03tnSi"
1516,infrastructure_and_utilities_damage,'591903049637097472',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
1517,infrastructure_and_utilities_damage,'591903049691561985',
1518,other_useful_information,'591903049859346432',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
1519,displaced_people_and_evacuations,'591903050144608257',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/pkxxUvwhPc http://t.co/8HXNOJybZA"
1520,sympathy_and_emotional_support,'591903051004317696',RT @nivedita_Him: @nivedita_Him Durbar Square then and now !!! (Credit: http://t.co/76XV7XGBKv) #Nepal #Earthquake #Heritage http://t.co/L3‰Û_
1521,sympathy_and_emotional_support,'591903051394387968',RT @JigmeUgen: More #NepalEarthquake Photos: Historic Basantpur destroyed and Dharahara down #Nepal #PrayForNepal http://t.co/9biGqP2PV7
1522,other_useful_information,'591903051931201537',
1523,donation_needs_or_offers_or_volunteering_services,'591903052149358592',RT @narendramodi: News has come in about an Earthquake in Nepal. Several parts of India also experienced tremors.
1524,injured_or_dead_people,'591903052182978561',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/LrAqLmm2VY http://t.co/sRJRex3qat"
1525,other_useful_information,'591903052208144384',"RT @CryptoLoren: 100s dead in Nepal's 7.9 earthquake, Dharahara Tower collapses, Mt Everest climbers missing. http://t.co/uSeL8Xi1qS http:/‰Û_"
1526,injured_or_dead_people,'591903052417798144',"RT @OYERJALOK: @Riteishd INDIAN Embassy HELPLINE (NEPAL) :  +9779851107021  , +9779851135141

And Other numbers - +9771 4261945/ 4261790   ‰Û_"
1527,injured_or_dead_people,'591903052703072256',
1528,donation_needs_or_offers_or_volunteering_services,'591903052744953857',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1529,injured_or_dead_people,'591903052870897664',RT @mosharrafzaidi: say a prayer for Nepal. Images of earthquake-wrought destruction are hauntingly familiar.
1530,other_useful_information,'591903053202198528',
1531,other_useful_information,'591903054187859968',Emergency numbers for Nepal.  Pl. RT #NepalEarthquake @yrf @TandonRaveena @Madhurimmatuli @MadhuriDixit @iam_juhi http://t.co/I5cFXtczQF
1532,other_useful_information,'591903054590423040',"Strong Earthquake Strikes Nepal Near Its Capital, Katmandu ‰ÛÒ via @NYTNow http://t.co/d5OPkOCy8Y"
1533,donation_needs_or_offers_or_volunteering_services,'591903054615547904',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1534,injured_or_dead_people,'591903054682660864',"A massive earthquake has shaken Nepal and northern India. 7.9 on the Richter scale, @DevjyotGhoshal reports. http://t.co/hri5cDorEl"
1535,injured_or_dead_people,'591903054888206337',M7.9 Earthquake in Nepal http://t.co/gr86MM4GLa
1536,donation_needs_or_offers_or_volunteering_services,'591903055215394816',RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
1537,missing_trapped_or_found_people,'591903055466991616',#OdavelyMusic Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry sa... http://t.co/x25fQap40v
1538,other_useful_information,'591903055978696704',
1539,other_useful_information,'591903056087814144',@Shreyanjeet_SN  nepal shiliguri .. i meant  that :-)
1540,displaced_people_and_evacuations,'591903056180224000',Thanking of lovely friends from beautiful #Nepal. Hope you will pull through this difficult time well and together. http://t.co/w6iX86NhHl
1541,missing_trapped_or_found_people,'591903056234582016',"Prayers for the people affected by the #earthquake #Nepal #IndiaWithNepal May God Bless all.  :( """
1542,caution_and_advice,'591903056335278080',"RT @PMOIndia: PM is trying to reach Nepal PM Shri Sushil Koirala, who is abroad. He has spoken to President of Nepal Shri Ram Baran Yadav."
1543,injured_or_dead_people,'591903056398155777',Strong earthquake strikes Nepal http://t.co/QMTUSpqJTF
1544,sympathy_and_emotional_support,'591903056536539136',
1545,sympathy_and_emotional_support,'591903056603680768',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
1546,infrastructure_and_utilities_damage,'591903056788262912',"RT @abhijitmajumder: At least 108 dead in #Nepal #earthquake, toll climbing. Sheer force of nature sometimes puts our little lives, our sil‰Û_"
1547,donation_needs_or_offers_or_volunteering_services,'591903056930865152',"RT @BIRD_EYEVIEW: Oh, MY! GOD!! The Durbar Square is GONE!!! 7.9 Magnitude #earthquake HELP IS NEEDED Immediately! @UNDP #RedCross http://t‰Û_"
1548,donation_needs_or_offers_or_volunteering_services,'591903056993878018',RT @ABC: BREAKING: Significant damage in Kathmandu after major earthquake strikes Nepal: http://t.co/yXKpIsBixf http://t.co/kd20lXb4pN
1549,donation_needs_or_offers_or_volunteering_services,'591903057996218368',"The contact number for Indian Embassy in Nepal is +9779851135141.
Please RT for those who wish to contact their loved ones. #earthquake"
1550,donation_needs_or_offers_or_volunteering_services,'591903058017169408',"#OdavelyMusic TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangla... http://t.co/f9ZdyAEZyb"
1551,other_useful_information,'591903058084253696',May God look After the Victims of Nepal.Emergency contacts http://t.co/a1X50ozI4Q
1552,injured_or_dead_people,'591903058252050432',Earthquake in bihar up punjab haryana delhi ncr and nepal
1553,other_useful_information,'591903058264752128',"Nepal Earthquake: 7.9-Magnitude Tremor Hits Kathmandu, Everest - http://t.co/xU6xwN9ZY5 http://t.co/i42lDuuMuE"
1554,donation_needs_or_offers_or_volunteering_services,'591903058293952512',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
1555,other_useful_information,'591903058310791168',
1556,other_useful_information,'591903058382041088',
1557,other_useful_information,'591903058868633601',"RT @aashish81us: MEA opens 24 hour Control Room for queries regarding the Nepal #Earthquake.åÊ
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+9‰Û_"
1558,donation_needs_or_offers_or_volunteering_services,'591903058889674752',People free a man from the rubble in Kathmandu after an earthquake hit Nepal @Narendraphoto @epaphotos #POTW http://t.co/fTb6hHoVZA
1559,infrastructure_and_utilities_damage,'591903059183296513',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
1560,sympathy_and_emotional_support,'591903059233607682',RT @rammadhavbjp: Earthquake in Nepal devastating. Loss of life n property seems enormous. Govt  n people of Bharat will do everything to h‰Û_
